CaseID,Activity,Timestamp,Resource,IT-Support,Estimate
115,Send Answer,2020-06-14 15:57:15+02:00,Luis,Julie,
115,Close,2020-06-15 07:11:15+02:00,Luis,Julie,
116,Register,2020-06-11 05:56:58+02:00,Mary,Julie,212.0
116,Investigate,2020-06-14 03:08:57+02:00,Liam,Julie,219.0
116,Follow Up,2020-06-14 18:04:49+02:00,Amy,Julie,
116,Investigate,2020-06-19 06:43:01+02:00,David,Julie,156.0
116,Fill Report,2020-06-19 09:44:32+02:00,Emma,Julie,
116,Send Answer,2020-06-19 11:42:48+02:00,Jane,Julie,
116,Close,2020-06-19 15:27:01+02:00,Jane,Julie,
117,Register,2020-06-11 06:56:56+02:00,Liam,Julie,1156.0
117,Investigate,2020-06-14 06:00:04+02:00,Mary,Julie,1255.0
117,Follow Up,2020-06-14 20:51:39+02:00,Eric,Julie,
117,Investigate,2020-06-19 13:46:35+02:00,Mary,Julie,899.0
117,Follow Up,2020-06-20 03:46:26+02:00,Amy,Julie,
117,Investigate,2020-06-27 18:25:34+02:00,Mary,Amy,644.0
117,Follow Up,2020-06-28 08:23:58+02:00,Eric,Amy,
117,Investigate,2020-07-10 14:53:30+02:00,David,Eric,461.0
117,Follow Up,2020-07-11 10:57:50+02:00,Eric,Eric,
117,Investigate,2020-07-26 18:13:48+02:00,Mary,Amy,330.0
117,Follow Up,2020-07-27 08:36:14+02:00,Eric,Julie,
117,Investigate,2020-08-05 11:18:46+02:00,Liam,Eric,236.0
117,Send Answer,2020-08-05 13:17:10+02:00,Samuel,Eric,
117,Fill Report,2020-08-05 16:17:30+02:00,Luis,Eric,
117,Close,2020-08-05 21:52:42+02:00,Luis,Eric,
118,Register,2020-06-11 11:47:46+02:00,Mary,Julie,78.0
118,Investigate,2020-06-14 09:57:26+02:00,David,Julie,81.0
118,Fill Report,2020-06-14 18:57:07+02:00,Emma,Julie,
118,Send Answer,2020-06-14 20:57:37+02:00,Jane,Julie,
118,Close,2020-06-14 22:17:51+02:00,Jane,Julie,
119,Register,2020-06-11 12:15:06+02:00,Mary,Julie,92.0
119,Investigate,2020-06-14 10:13:57+02:00,Liam,Julie,94.0
119,Fill Report,2020-06-14 13:13:42+02:00,Nathan,Julie,
119,Send Answer,2020-06-14 15:14:53+02:00,Nathan,Julie,
119,Close,2020-06-14 20:11:52+02:00,Nathan,Julie,
12,Register,2020-06-02 00:58:22+02:00,Mary,Julie,18.0
12,Investigate,2020-06-02 06:10:54+02:00,Liam,Julie,18.0
12,Fill Report,2020-06-02 16:11:47+02:00,Nathan,Julie,
12,Send Answer,2020-06-02 18:11:38+02:00,Jane,Julie,
12,Close,2020-06-02 21:36:45+02:00,Jane,Julie,
120,Register,2020-06-11 15:20:35+02:00,Liam,Julie,212.0
120,Investigate,2020-06-14 16:15:13+02:00,Mary,Julie,219.0
120,Follow Up,2020-06-15 06:13:55+02:00,Julie,Julie,
120,Investigate,2020-06-19 15:34:31+02:00,David,Julie,156.0
120,Fill Report,2020-06-20 05:56:48+02:00,Samuel,Julie,
120,Send Answer,2020-06-20 07:57:11+02:00,Nathan,Julie,
120,Close,2020-06-20 10:40:56+02:00,Nathan,Julie,
121,Register,2020-06-11 15:30:26+02:00,Mary,Julie,90.0
121,Investigate,2020-06-14 18:03:48+02:00,Liam,Julie,87.0
121,Send Answer,2020-06-15 04:03:32+02:00,Jane,Julie,
121,Fill Report,2020-06-15 07:04:47+02:00,Luis,Julie,
121,Close,2020-06-15 10:20:02+02:00,Luis,Julie,
122,Register,2020-06-11 17:33:59+02:00,Mary,Julie,179.0
122,Investigate,2020-06-14 22:18:55+02:00,Liam,Julie,180.0
122,Follow Up,2020-06-15 12:17:17+02:00,Julie,Julie,
122,Investigate,2020-06-19 20:50:12+02:00,David,Julie,129.0
122,Fill Report,2020-06-19 23:49:46+02:00,Jane,Julie,
122,Send Answer,2020-06-20 01:48:48+02:00,Luis,Julie,
122,Close,2020-06-20 03:25:26+02:00,Luis,Julie,
123,Register,2020-06-11 17:52:02+02:00,Mary,Julie,82.0
123,Investigate,2020-06-15 00:04:17+02:00,Liam,Julie,80.0
123,Fill Report,2020-06-15 10:06:16+02:00,Emma,Julie,
123,Send Answer,2020-06-15 12:06:14+02:00,Samuel,Julie,
123,Close,2020-06-15 14:10:41+02:00,Samuel,Julie,
124,Register,2020-06-11 21:21:09+02:00,Liam,Julie,939.0
124,Investigate,2020-06-15 01:12:03+02:00,David,Julie,1054.0
124,Follow Up,2020-06-15 15:11:42+02:00,Amy,Julie,
124,Investigate,2020-06-20 00:38:44+02:00,Liam,Julie,755.0
124,Follow Up,2020-06-20 14:38:41+02:00,Eric,Julie,
124,Investigate,2020-06-28 15:33:32+02:00,Mary,Amy,541.0
124,Follow Up,2020-06-29 05:33:15+02:00,Eric,Amy,
124,Investigate,2020-07-11 17:08:49+02:00,David,Eric,387.0
124,Follow Up,2020-07-12 08:57:45+02:00,Amy,Eric,
124,Investigate,2020-07-27 09:13:40+02:00,David,Julie,277.0
124,Send Answer,2020-07-27 18:05:50+02:00,Luis,Julie,
124,Fill Report,2020-07-27 21:05:37+02:00,Emma,Julie,
124,Close,2020-07-27 22:18:30+02:00,Emma,Julie,
125,Register,2020-06-12 01:51:38+02:00,Mary,Julie,1638.0
125,Investigate,2020-06-15 03:21:03+02:00,Mary,Julie,1633.0
125,Follow Up,2020-06-15 18:16:45+02:00,Julie,Julie,
125,Investigate,2020-06-20 09:41:33+02:00,David,Julie,1170.0
125,Follow Up,2020-06-20 23:40:46+02:00,Amy,Julie,
125,Investigate,2020-06-29 04:29:58+02:00,Mary,Amy,838.0
125,Follow Up,2020-06-29 18:30:39+02:00,Amy,Amy,
125,Investigate,2020-07-12 08:08:01+02:00,Mary,Eric,600.0
125,Follow Up,2020-07-12 22:59:26+02:00,Amy,Eric,
125,Investigate,2020-07-27 15:15:44+02:00,David,Julie,430.0
125,Follow Up,2020-07-29 07:13:44+02:00,Amy,Julie,
125,Investigate,2020-08-06 15:31:22+02:00,Mary,Eric,308.0
125,Follow Up,2020-08-07 05:30:17+02:00,Amy,Eric,
125,Investigate,2020-08-12 10:52:02+02:00,Mary,Eric,220.0
125,Follow Up,2020-08-13 01:48:12+02:00,Amy,Eric,
125,Investigate,2020-08-16 02:25:41+02:00,Liam,Eric,157.0
125,Follow Up,2020-08-16 20:13:51+02:00,Julie,Eric,
125,Investigate,2020-08-18 08:53:19+02:00,Liam,Julie,112.0
125,Follow Up,2020-08-19 01:52:54+02:00,Amy,Julie,
125,Investigate,2020-08-19 20:37:43+02:00,Mary,Julie,80.0
125,Follow Up,2020-08-20 20:22:56+02:00,Amy,Julie,
125,Investigate,2020-08-21 02:20:46+02:00,David,Julie,57.0
125,Fill Report,2020-08-21 17:27:16+02:00,Samuel,Julie,
125,Send Answer,2020-08-21 19:26:59+02:00,Nathan,Julie,
125,Close,2020-08-21 20:30:09+02:00,Nathan,Julie,
126,Register,2020-06-03 13:23:31+02:00,Liam,Julie,13.0
126,Frontline Resolution,2020-06-03 16:22:44+02:00,Nathan,Julie,
126,Close,2020-06-04 02:11:33+02:00,Nathan,Julie,
127,Register,2020-06-12 02:51:30+02:00,Mary,Julie,90.0
127,Investigate,2020-06-15 06:07:52+02:00,David,Julie,94.0
127,Fill Report,2020-06-15 15:10:16+02:00,Jane,Julie,
127,Send Answer,2020-06-15 17:09:56+02:00,Nathan,Julie,
127,Close,2020-06-15 21:13:51+02:00,Nathan,Julie,
128,Register,2020-06-12 03:52:05+02:00,Mary,Julie,423.0
128,Investigate,2020-06-15 06:11:49+02:00,Mary,Julie,427.0
128,Follow Up,2020-06-15 21:11:19+02:00,Amy,Julie,
128,Investigate,2020-06-20 15:55:21+02:00,Mary,Julie,306.0
128,Follow Up,2020-06-21 05:55:05+02:00,Amy,Julie,
128,Investigate,2020-06-29 09:03:43+02:00,David,Amy,219.0
128,Fill Report,2020-06-30 02:40:59+02:00,Jane,Amy,
128,Send Answer,2020-06-30 04:43:14+02:00,Jane,Amy,
128,Close,2020-06-30 08:42:37+02:00,Jane,Amy,
129,Register,2020-06-03 22:11:35+02:00,Liam,Julie,27.0
129,Frontline Resolution,2020-06-04 01:11:20+02:00,Jane,Julie,
129,Close,2020-06-05 01:30:56+02:00,Jane,Julie,
13,Register,2020-06-02 01:58:47+02:00,Mary,Julie,24.0
13,Investigate,2020-06-02 07:25:19+02:00,Liam,Julie,23.0
13,Send Answer,2020-06-02 20:14:34+02:00,Nathan,Julie,
13,Fill Report,2020-06-02 23:13:23+02:00,Luis,Julie,
13,Close,2020-06-03 04:09:34+02:00,Luis,Julie,
130,Register,2020-06-12 05:52:18+02:00,Liam,Julie,95.0
130,Investigate,2020-06-15 09:18:57+02:00,David,Julie,93.0
130,Fill Report,2020-06-15 20:13:13+02:00,Nathan,Julie,
130,Send Answer,2020-06-15 22:13:45+02:00,Luis,Julie,
130,Close,2020-06-16 00:20:06+02:00,Luis,Julie,
131,Register,2020-06-12 06:42:21+02:00,Mary,Julie,101.0
131,Investigate,2020-06-15 12:14:24+02:00,David,Julie,86.0
131,Fill Report,2020-06-16 01:17:07+02:00,Jane,Julie,
131,Send Answer,2020-06-16 03:17:37+02:00,Samuel,Julie,
131,Close,2020-06-16 05:18:07+02:00,Samuel,Julie,
132,Register,2020-06-12 06:52:06+02:00,Liam,Julie,414.0
132,Investigate,2020-06-15 13:11:18+02:00,Mary,Julie,460.0
132,Follow Up,2020-06-16 03:11:50+02:00,Eric,Julie,
132,Investigate,2020-06-20 23:55:15+02:00,Liam,Julie,329.0
132,Follow Up,2020-06-21 13:58:01+02:00,Eric,Julie,
132,Investigate,2020-06-30 02:06:53+02:00,David,Amy,235.0
132,Fill Report,2020-06-30 12:50:52+02:00,Emma,Amy,
132,Send Answer,2020-06-30 14:50:40+02:00,Luis,Amy,
132,Close,2020-06-30 16:31:38+02:00,Luis,Amy,
133,Register,2020-06-04 02:26:58+02:00,Liam,Julie,52.0
133,Frontline Resolution,2020-06-04 05:27:54+02:00,Luis,Julie,
133,Close,2020-06-07 02:24:01+02:00,Luis,Julie,
134,Register,2020-06-04 02:52:48+02:00,David,Julie,155.0
134,Frontline Resolution,2020-06-04 05:53:00+02:00,Luis,Julie,
134,Close,2020-06-10 21:51:37+02:00,Luis,Julie,
135,Register,2020-06-12 07:51:55+02:00,David,Julie,705.0
135,Investigate,2020-06-15 15:21:34+02:00,Mary,Julie,742.0
135,Follow Up,2020-06-16 05:20:18+02:00,Amy,Julie,
135,Investigate,2020-06-21 01:45:09+02:00,David,Julie,531.0
135,Follow Up,2020-06-21 15:45:23+02:00,Eric,Julie,
135,Investigate,2020-06-30 04:38:03+02:00,David,Amy,380.0
135,Follow Up,2020-06-30 18:38:57+02:00,Eric,Amy,
135,Investigate,2020-07-14 00:12:53+02:00,David,Amy,272.0
135,Fill Report,2020-07-14 03:13:46+02:00,Jane,Amy,
135,Send Answer,2020-07-14 05:13:09+02:00,Samuel,Amy,
135,Close,2020-07-14 08:13:03+02:00,Samuel,Amy,
136,Register,2020-06-12 08:52:01+02:00,Mary,Julie,189.0
136,Investigate,2020-06-15 18:16:34+02:00,Mary,Julie,168.0
136,Follow Up,2020-06-16 08:15:19+02:00,Julie,Julie,
136,Investigate,2020-06-21 05:46:59+02:00,David,Julie,120.0
136,Fill Report,2020-06-21 08:47:37+02:00,Emma,Julie,
136,Send Answer,2020-06-21 10:48:38+02:00,Jane,Julie,
136,Close,2020-06-21 12:46:37+02:00,Jane,Julie,
137,Register,2020-06-12 09:46:58+02:00,Mary,Julie,92.0
137,Investigate,2020-06-15 20:15:02+02:00,David,Julie,93.0
137,Fill Report,2020-06-15 23:15:30+02:00,Jane,Julie,
137,Send Answer,2020-06-16 01:15:21+02:00,Jane,Julie,
137,Close,2020-06-16 03:16:38+02:00,Jane,Julie,
138,Register,2020-06-12 10:27:57+02:00,Mary,Julie,198.0
138,Investigate,2020-06-15 22:22:14+02:00,Mary,Julie,211.0
138,Follow Up,2020-06-16 12:21:26+02:00,Julie,Julie,
138,Investigate,2020-06-21 11:46:12+02:00,David,Julie,151.0
138,Fill Report,2020-06-22 03:00:39+02:00,Nathan,Amy,
138,Send Answer,2020-06-22 05:00:01+02:00,Jane,Amy,
138,Close,2020-06-22 06:06:41+02:00,Jane,Amy,
139,Register,2020-06-12 11:28:25+02:00,Mary,Julie,113.0
139,Investigate,2020-06-16 01:16:21+02:00,Liam,Julie,100.0
139,Send Answer,2020-06-16 10:23:24+02:00,Samuel,Julie,
139,Fill Report,2020-06-16 13:22:43+02:00,Emma,Julie,
139,Close,2020-06-16 17:23:49+02:00,Emma,Julie,
14,Register,2020-06-02 04:01:57+02:00,Liam,Julie,14.0
14,Investigate,2020-06-02 09:01:58+02:00,Liam,Julie,14.0
14,Send Answer,2020-06-02 11:02:32+02:00,Luis,Julie,
14,Fill Report,2020-06-02 14:04:06+02:00,Luis,Julie,
14,Close,2020-06-02 16:10:18+02:00,Luis,Julie,
140,Register,2020-06-12 14:04:07+02:00,Liam,Julie,110.0
140,Investigate,2020-06-16 04:18:09+02:00,Liam,Julie,114.0
140,Fill Report,2020-06-16 16:21:49+02:00,Samuel,Julie,
140,Send Answer,2020-06-16 18:22:43+02:00,Luis,Julie,
140,Close,2020-06-17 01:25:58+02:00,Luis,Julie,
141,Register,2020-06-12 15:04:51+02:00,Mary,Julie,501.0
141,Investigate,2020-06-16 06:24:02+02:00,Mary,Julie,517.0
141,Follow Up,2020-06-16 20:25:16+02:00,Amy,Julie,
141,Investigate,2020-06-22 01:46:43+02:00,David,Amy,370.0
141,Follow Up,2020-06-22 15:45:52+02:00,Amy,Amy,
141,Investigate,2020-07-01 15:12:29+02:00,David,Amy,265.0
141,Fill Report,2020-07-02 00:05:47+02:00,Jane,Amy,
141,Send Answer,2020-07-02 02:06:16+02:00,Samuel,Amy,
141,Close,2020-07-02 05:56:03+02:00,Samuel,Amy,
142,Register,2020-06-12 16:04:42+02:00,Mary,Julie,551.0
142,Investigate,2020-06-16 06:26:08+02:00,David,Julie,508.0
142,Follow Up,2020-06-16 20:26:58+02:00,Julie,Julie,
142,Investigate,2020-06-22 03:54:05+02:00,Mary,Amy,364.0
142,Follow Up,2020-06-22 17:54:31+02:00,Amy,Amy,
142,Investigate,2020-07-01 20:31:08+02:00,David,Amy,260.0
142,Fill Report,2020-07-02 05:07:15+02:00,Emma,Amy,
142,Send Answer,2020-07-02 07:07:25+02:00,Nathan,Amy,
142,Close,2020-07-02 10:43:44+02:00,Nathan,Amy,
143,Register,2020-06-12 17:52:36+02:00,Mary,Julie,560.0
143,Investigate,2020-06-16 10:17:53+02:00,Mary,Julie,602.0
143,Follow Up,2020-06-17 00:18:10+02:00,Julie,Julie,
143,Investigate,2020-06-22 04:44:54+02:00,David,Amy,431.0
143,Follow Up,2020-06-22 21:02:12+02:00,Amy,Amy,
143,Investigate,2020-07-02 02:41:36+02:00,David,Amy,308.0
143,Fill Report,2020-07-02 05:41:48+02:00,Jane,Amy,
143,Send Answer,2020-07-02 07:42:40+02:00,Emma,Amy,
143,Close,2020-07-02 09:41:02+02:00,Emma,Amy,
144,Register,2020-06-12 18:31:52+02:00,Mary,Julie,100.0
144,Investigate,2020-06-16 11:22:39+02:00,Liam,Julie,102.0
144,Fill Report,2020-06-16 14:20:27+02:00,Jane,Julie,
144,Send Answer,2020-06-16 16:20:01+02:00,Emma,Julie,
144,Close,2020-06-16 20:27:30+02:00,Emma,Julie,
145,Register,2020-06-12 18:53:02+02:00,Mary,Julie,764.0
145,Investigate,2020-06-16 13:24:09+02:00,Mary,Julie,824.0
145,Follow Up,2020-06-17 03:24:32+02:00,Julie,Julie,
145,Investigate,2020-06-22 09:47:42+02:00,David,Amy,590.0
145,Follow Up,2020-06-22 23:53:47+02:00,Eric,Amy,
145,Investigate,2020-07-02 08:40:53+02:00,Liam,Amy,422.0
145,Follow Up,2020-07-03 00:57:37+02:00,Julie,Amy,
145,Investigate,2020-07-16 18:22:36+02:00,David,Amy,302.0
145,Fill Report,2020-07-17 07:26:04+02:00,Samuel,Amy,
145,Send Answer,2020-07-17 09:26:37+02:00,Luis,Amy,
145,Close,2020-07-17 11:31:06+02:00,Luis,Amy,
146,Register,2020-06-12 19:54:43+02:00,Mary,Julie,102.0
146,Investigate,2020-06-16 14:21:00+02:00,Liam,Julie,103.0
146,Send Answer,2020-06-17 01:26:10+02:00,Nathan,Julie,
146,Fill Report,2020-06-17 04:25:10+02:00,Nathan,Julie,
146,Close,2020-06-17 06:17:59+02:00,Nathan,Julie,
147,Register,2020-06-12 22:02:02+02:00,Liam,Julie,93.0
147,Investigate,2020-06-16 16:24:28+02:00,David,Julie,91.0
147,Fill Report,2020-06-16 19:25:41+02:00,Emma,Julie,
147,Send Answer,2020-06-16 21:25:55+02:00,Samuel,Julie,
147,Close,2020-06-17 01:27:31+02:00,Samuel,Julie,
148,Register,2020-06-12 23:02:15+02:00,David,Julie,773.0
148,Investigate,2020-06-16 22:18:26+02:00,Mary,Julie,794.0
148,Follow Up,2020-06-17 12:18:44+02:00,Eric,Julie,
148,Investigate,2020-06-23 03:15:35+02:00,David,Amy,569.0
148,Follow Up,2020-06-23 17:15:56+02:00,Eric,Amy,
148,Investigate,2020-07-03 04:19:54+02:00,Mary,Amy,407.0
148,Follow Up,2020-07-03 18:19:07+02:00,Eric,Amy,
148,Investigate,2020-07-17 22:35:28+02:00,Liam,Amy,291.0
148,Fill Report,2020-07-18 01:34:23+02:00,Nathan,Amy,
148,Send Answer,2020-07-18 03:34:39+02:00,Emma,Amy,
148,Close,2020-07-18 10:39:57+02:00,Emma,Amy,
149,Register,2020-06-13 00:51:32+02:00,Liam,Julie,473.0
149,Investigate,2020-06-16 23:25:04+02:00,David,Julie,472.0
149,Follow Up,2020-06-17 13:26:06+02:00,Eric,Julie,
149,Investigate,2020-06-23 04:48:10+02:00,Liam,Amy,338.0
149,Follow Up,2020-06-23 18:47:25+02:00,Amy,Amy,
149,Investigate,2020-07-03 07:07:50+02:00,David,Amy,242.0
149,Fill Report,2020-07-03 10:08:19+02:00,Emma,Amy,
149,Send Answer,2020-07-03 12:09:50+02:00,Luis,Amy,
149,Close,2020-07-03 21:11:55+02:00,Luis,Amy,
15,Register,2020-06-02 04:12:32+02:00,Mary,Julie,115.0
15,Investigate,2020-06-02 12:15:38+02:00,David,Julie,112.0
15,Follow Up,2020-06-03 02:17:24+02:00,Eric,Julie,
15,Investigate,2020-06-03 23:25:05+02:00,David,Julie,80.0
15,Follow Up,2020-06-04 13:23:55+02:00,Amy,Julie,
15,Investigate,2020-06-05 07:33:09+02:00,Liam,Julie,57.0
